seg_id,week,start,end,dir,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
1200000800,월,서울대입구,관악구청,상행,29.011666666666667,29.03,30.239444444444445,31.196666666666665,31.553333333333335,31.578333333333333,29.245,23.799444444444443,22.073333333333334,20.671111111111113,21.275,23.804444444444446,25.97388888888889,26.552222222222223,25.52277777777778,24.06388888888889,22.12,22.014444444444443,21.220555555555556,24.729444444444443,27.415,28.282222222222224,29.316666666666666,29.217222222222222
1200000800,일,서울대입구,관악구청,상행,29.524444444444445,28.982777777777777,29.330555555555556,30.288333333333334,29.983333333333334,31.212777777777777,30.47888888888889,30.25777777777778,28.27888888888889,27.684444444444445,26.301111111111112,25.448333333333334,25.801666666666666,26.796666666666667,26.447222222222223,25.807222222222222,25.27611111111111,26.06111111111111,25.45777777777778,26.09777777777778,26.88888888888889,27.455000000000002,29.002222222222223,29.057222222222222
1200000800,토,서울대입구,관악구청,상행,28.700555555555557,28.218333333333334,28.413333333333334,28.692777777777778,29.973333333333333,30.720555555555556,29.26388888888889,28.958333333333332,27.399444444444445,24.190555555555555,23.433333333333334,20.87,18.20388888888889,17.934444444444445,18.753888888888888,19.162222222222223,18.538888888888888,19.892777777777777,21.76388888888889,24.823333333333334,26.383333333333333,27.125555555555557,28.206666666666667,28.951666666666668
1200000800,화,서울대입구,관악구청,상행,29.171764705882353,29.03470588235294,30.291176470588233,31.673529411764704,30.430588235294117,31.528823529411763,29.488235294117647,24.71,22.061764705882354,21.16,21.159411764705883,22.78470588235294,25.095882352941178,25.801764705882352,24.919411764705885,24.068235294117645,21.532941176470587,19.344117647058823,18.696470588235293,22.78235294117647,26.994705882352942,28.424117647058825,29.065882352941177,29.323529411764707
1200003300,금,서울대입구역,관악구청,하행,22.38235294117647,26.04705882352941,27.85705882352941,28.3,28.28705882352941,27.287058823529414,25.351764705882353,20.61764705882353,17.484117647058824,15.877058823529412,17.764705882352942,17.73176470588235,17.716470588235293,16.52294117647059,16.816470588235294,16.499411764705883,15.91764705882353,18.994117647058825,20.245882352941177,20.687058823529412,19.578823529411764,20.425882352941176,21.121176470588235,20.68294117647059
1200003300,목,서울대입구역,관악구청,하행,22.73294117647059,26.236470588235296,28.241764705882353,28.85,29.318235294117645,27.921176470588236,24.784117647058824,19.56705882352941,15.466470588235294,15.600588235294119,17.72058823529412,17.972941176470588,18.268823529411765,17.30235294117647,17.832941176470587,17.02941176470588,15.843529411764706,19.47529411764706,20.76235294117647,20.761764705882353,21.581764705882353,22.258235294117647,22.381176470588237,21.540588235294116
1200003300,수,서울대입구역,관악구청,하행,23.624117647058824,26.743529411764705,28.340588235294117,29.51823529411765,29.74235294117647,27.171176470588236,24.253529411764706,19.712352941176473,16.048235294117646,15.75764705882353,18.21941176470588,17.754117647058823,18.275882352941178,18.19705882352941,18.311176470588236,17.110588235294117,16.804117647058824,19.084705882352942,20.621176470588235,20.72705882352941,21.098823529411764,22.62705882352941,22.916470588235295,21.89941176470588
1200003300,월,서울대입구역,관악구청,하행,24.802222222222223,27.60388888888889,28.495555555555555,29.494444444444444,29.39611111111111,27.675,24.803333333333335,18.88277777777778,14.940555555555555,16.96,20.328333333333333,18.060555555555556,18.663888888888888,18.628333333333334,18.88111111111111,18.37,17.08277777777778,19.889444444444443,19.689444444444444,21.385,21.638333333333332,22.56222222222222,23.09777777777778,22.719444444444445
1200003300,일,서울대입구역,관악구청,하행,22.633333333333333,24.815,27.32,28.123333333333335,28.496111111111112,28.416666666666668,26.741666666666667,25.984444444444446,26.18611111111111,24.97,21.852222222222224,19.80611111111111,19.74,20.749444444444446,20.740555555555556,21.466666666666665,20.789444444444445,21.33277777777778,20.985,21.611666666666668,21.585,20.90222222222222,21.735,22.79111111111111
1200003300,토,서울대입구역,관악구청,하행,21.88888888888889,23.997777777777777,26.535,27.278333333333332,28.218333333333334,26.633333333333333,25.87611111111111,24.84111111111111,22.467777777777776,18.586666666666666,19.175555555555555,20.558888888888887,21.33277777777778,19.30388888888889,19.52888888888889,19.125555555555554,18.602222222222224,17.875555555555557,19.249444444444443,19.630555555555556,20.001666666666665,19.878888888888888,19.886666666666667,21.448333333333334
1200003300,화,서울대입구역,관악구청,하행,23.46941176470588,26.92764705882353,28.904705882352943,29.63764705882353,29.287058823529414,27.55470588235294,24.986470588235296,19.80294117647059,15.936470588235295,16.39470588235294,19.122352941176473,18.381764705882354,19.314117647058822,18.870588235294118,19.048235294117646,18.557058823529413,17.54764705882353,19.95764705882353,21.02941176470588,21.66470588235294,21.738235294117647,23.05529411764706,22.790588235294116,22.12529411764706
1200003400,금,관악구청,서울대입구역,상행,25.014117647058825,26.42,27.890588235294118,29.111764705882354,29.71294117647059,27.88529411764706,23.98941176470588,16.83058823529412,12.967058823529412,11.409411764705883,10.724705882352941,11.539411764705882,13.547058823529412,13.292941176470588,11.821176470588235,10.50235294117647,9.462352941176471,9.43,9.117647058823529,10.125882352941176,13.185882352941176,15.225294117647058,16.62529411764706,20.285882352941176
1200003400,목,관악구청,서울대입구역,상행,25.363529411764706,27.336470588235294,27.820588235294117,27.98,29.084705882352942,28.311176470588236,23.75294117647059,15.531764705882352,12.071764705882353,10.91470588235294,10,11.439411764705882,14.928823529411765,14.943529411764706,13.17529411764706,12.025294117647059,10.513529411764706,9.84764705882353,9.760588235294117,11.202941176470588,13.764705882352942,15.983529411764707,17.639411764705883,22.09
1200003400,수,관악구청,서울대입구역,상행,25.129411764705882,27.076470588235296,28.315882352941177,28.544117647058822,30.25176470588235,27.991176470588236,23.561764705882354,15.284705882352942,11.08235294117647,9.543529411764705,10.006470588235294,12.14764705882353,15.190588235294118,15.705882352941178,14.41764705882353,13.292941176470588,10.928823529411765,9.661176470588236,9.603529411764706,11.050588235294118,14.521176470588236,16.21529411764706,18.929411764705883,22.428823529411765
1200003400,월,관악구청,서울대입구역,상행,26.708333333333332,27.976666666666667,29.668333333333333,28.746111111111112,29.808888888888887,28.29388888888889,23.895555555555557,15.72,12.318888888888889,11.306111111111111,11.208333333333334,13.537222222222223,16.644444444444446,16.883333333333333,15.655555555555555,13.860555555555555,11.695555555555556,11.287777777777778,11.092222222222222,13.403333333333332,15.861666666666666,18.04111111111111,20.041666666666668,23.17888888888889
1200003400,일,관악구청,서울대입구역,상행,24.333333333333332,25.505,27.613333333333333,28.677222222222223,29.795555555555556,29.33,28.426666666666666,27.83388888888889,26.783333333333335,23.785,20.38277777777778,19.049444444444443,17.84888888888889,14.569444444444445,13.146666666666667,12.386111111111111,12.05,12.482222222222223,15.49611111111111,17.99388888888889,19.325,21,22.84722222222222,24.471666666666668
1200003400,토,관악구청,서울대입구역,상행,23.02277777777778,25.26222222222222,27.558333333333334,27.989444444444445,28.422222222222224,27.447777777777777,25.5,25.215555555555557,21.325,16.593888888888888,12.571111111111112,10.064444444444444,8.662777777777778,8.591666666666667,8.820555555555556,8.796666666666667,8.842222222222222,8.970555555555556,9.761666666666667,13.667777777777777,16.893333333333334,18.711666666666666,20.68111111111111,23.166666666666668
1200003400,화,관악구청,서울대입구역,상행,25.838823529411766,27.54470588235294,29.02,28.951764705882354,28.627058823529413,27.591764705882355,23.99,16.838823529411766,12.575882352941177,11.602941176470589,11.771764705882353,13.238235294117647,15.265882352941176,15.711764705882352,14.188235294117646,13.50235294117647,11.020588235294118,10.612352941176471,10.167058823529413,12.81764705882353,16.213529411764707,17.084117647058825,18.617058823529412,21.94235294117647
